Train Index,Test Index,Hash
21001,3179,f6d9b1311232163a868eda2d6fdfe1725bef7320bbdbefdb0fd536261c78776e
21005,6998,1ab0b64202dec6c609528d6136b6fa36bec4f41d117ffa72848a4b63a5287a46
21016,3334,260d6ccf0e51946ddc0dd475481575a349d374a618d19678898970642cd56f51
21023,1160,1889c4652444e85b0e340803081f5e6dd672c3eac1dfdaf68bdb75e38f799eef
21037,606,6e919e95b19a3dc041889518d96849ca10a57075d7ae4be14cd2a9d891967f7c
21043,4513,f42aff8df8d648a3d3f32f42d6beda88477e28280d4a0690b9c356d5dd04ff1c
21053,1133,29e7d0ddcc486626dbda20378da08a35a66b9df93597d1eb430e8e21b699763b
21054,4864,c205fa97a80c6bddb01511aa7e339c5573a1b3b79b0bc53be9dd81396cf74ab4
21063,1695,32b04544b7deb84e9f9ea740b1a5173d5da53cf155b9d520a6b33a3088e5e7f4
21082,7803,bf08a4e10ed83a01c0e860986cb81553a1181d836818880adfd1ec8cdb41b04b
21108,169,7730c939820a5ead6d012cb784e54725436c6d35885f5d2b2e80f9b19106371c
21116,1800,ec076d44bbb7eef9e0de38da096f73cc72ebde7a1159c5a5e4c7229b28d5df4c
21144,6557,393ed89a36a5e4b1aab0259ca13a73de9ec9ad24ef9ac5fac6ce25f45792c2f7
21151,4924,bf0fa0cf1ac715bdf5a54b0bebba0be307c9eeb3a30432df614c050ec4241e64
21152,7351,4c0c2dda9882256b4855a3b7126f392d9016d4d67e693a63cb3d20bd95dc78f6
21163,7845,257c4dc5c64dcccc8e546c16d66d96cea2a41eaebd7f856aae8f4afc25eae934
21167,1719,0df913acd01bcdb035ba5f02fc650f6330b4a6c33ab02b2c1ce89c6759e58d53
21188,5125,28615437d8eb8b9836e372d1330d84e5b5c0bc02d4c7dae21630fdce0a6576cf
21204,1583,b946f37714e4ab1f2277e5bd6f16d9a13187b11c0f19562536dae5a552c2a81e
21206,2215,5fc238ce26cfa67ec8e78aa4fdf59b154de6b472ee15e1e4d50f21ba37348f4b
21256,4388,6b8f525a10bedc9a710c9f635c4d97ae4275c9e4c99d7cc54815f048ec93bf4b
21260,111,575f3f62ac6f44b346ad7776c255d6c46f879a50f50a06fc4cbaaaf3caeb65eb
21287,49,6e7de7fd2a99af146bfbf9feef9774648285667e73b8636e8c423dcef0cb9d7b
21293,5,b729035b28431b0ac0beaf72e1825227f721d3e24a439bea06086b85941c307b
21296,4253,403fe66c956a9fa0fed659a9f3e3725d7359012afa01e6f2016b3b744afe1788
21324,2691,dd767c3a3020435fee18b66ef03f3df768ed723e7637631604558f1b39a27c83
21342,2226,7a9bedbff2c4ec8c4cdaf5b8d9099c5e5242c6a14e97aa6f6d8633d2fc663c70
21346,5064,3ada7980342eb0278984fa54dedf8de482a0bf024b74424bb51cee65bc98f92e
21379,3885,28d91de91def87b54f94d4150faddbcf672a5354e0084759d8f79113d05babef
21407,3422,c2ba853c748fa9529a5529fa3fc7a2520dba2c8964312bbb06a549e47f983253
21424,552,8028848a04e91ae49c42934c4545c1813c64f13d17e1fd38f92984a3a5e815b5
21442,5935,ae163791b532cc2ea8cffd0c02c511c297c0cfcaab5c2b8dd554434a1a02c765
21462,7907,9f05548c1d15e9c2c0a2af410f3647fc81c0e096c3851697bcfedf86d6692018
21508,4435,8be15ff9128f1904fc91cd2ab7d047666dfc386d1c27747092f5895ac443a195
21524,7028,05bedace6b71c112180afee58b140706d9fb2d5b9b01b00eac30d3091cca3235
21527,3706,d0ff2f34cd678a0c10ee40872d1fa0277bce3b22352ef2a2575a15dee7996e67
21532,6298,52c686d3b4dc4c62d8bdc17ea638b7a771932d16322023c64b5a051c2b3cfe33
21566,7965,1c005308ace00e6c2f490ce106098ed06561910e6968bc78818f6305f366e9f1
21602,301,e74a3e562edbd15b9285c324f3ed8ca0d0228e4e5e152ab6a34a8b62eac378f0
21605,7322,ba21bdbbcc56c58dfafe8011c588f51b4f0fcf6ac0bc40633b76dc092d4555fe
21616,6152,894ead47923c0ad7a82cdd594b5ad36c8304b0b521dc765597cffb72ccecf648
21632,7959,8e0c1887aa854f7e89ee0485cff1b24e2bf567d9e2421aebbf291cb8c6d39dfe
21638,7097,eaab7ba0837ef960d67179cdfd0e81ebb3085b80f9321564f0464860bd9fee61
21650,7885,43af69acba0db31e00ebeeb96b09385d621fb7b18283c8896633b35d035b0f05
21681,3952,21df4d57f82a6b32980a45a1f7b910ec438e66c117f70db3385f4126bea512b8
21687,7454,2b48422ab5dce5b8a012921bc9dde7260a2dbfa7f720a69591ef77b47a507bab
21705,644,fdc9607e654dbadeecb196424980c9ffb1653b0546b24bd4869a467dd0649554
21721,2988,67e1a6520feeffe7852d87f1fe06cdba9e6ba70fe01a4621205c595c0e52c773
21757,27,080c3225ec980b832cb63d00fcb0970347cb87c0dafbc98f11a74a6bd48e7dcd
21770,889,d10239ea8d126823c2ba1c4570fee63f466ea20e8c29ad3fb1545036ec20ac87
21788,3289,a2143a0a9f0ea15143a7bd6cae75ef6b1708d20e78e6a72617d67170a1761cca
21804,3630,fd4d5d85120ac65a77fa6dfcb712efd923556fd2326c8d4a9ee57c886efdfec4
21812,2166,1e3e979ff0c0e8e17eb23733108a4b2483fc2f20c813f18b2b9c55397a92d2f8
21815,7880,643baf604d29107904691ddf80b2269da7fc8c28f4457e351688bbbfd991ed3a
21833,7835,883099708e832403fadf862ee238d1dc47acccdd2ef74fecdb1fcd764a5b3f28
21854,6962,9578953de0160378ada05b02bed0fe27497036c10f5f8c5b67c30e77a76d13f7
21855,7266,d91762def4ad52b26b13030f48045dc94d413ad5437795cb58774ea0e804bcda
21862,180,f0f5c9787098a8976e9cbac5aa23676d4d48c5bde72405a528519319224a7fcf
21874,5947,db8dc8cb88f7da1da2ebf1c903abe5520ee313c0fd87d2c1592fafc7bc2bc0d3
21900,4836,30041472473e73265e14bd57cc7af5b4160019022eb6c42bcf892bf7c05530a9
21925,2482,f35c834b927429371b3f559190b8806615ae380aeb2bf393fca859b24a40153a
21947,543,7b261d1984245661da2450878533d70fa93e823bc56547d3ae99081a3f0f052d
21963,3907,e8a328e9a9b15e12d256f68e65086fa63667df73af64939f10868ff60547b7f2
21964,4487,254b17a46b13cb05cd6f127e2e2032fca377c635c587732f06f1c1ebac312809
21978,3842,6f5f3038521b1ce05f4e053ef2ef85d6852523d5dbe69c89885a3cb7828fd063
21989,1799,450539be7c8e4bf94e8ed3aa66a836aec2a9a8cad454ae9c304ea4c6a36d0dce
21992,2438,640d6e95c649d7fe56a72a4e093d4bf49c8c92a294cceef64da10e49fdad473a
22000,4577,6ae63e7f54bbe0d4a2d25acd5507213a1ded7b7a2393fcbabd7684de836f6b8a
22008,3197,dd7ecd6fe20381cf48a9ff941c15883efc68f940466f6a930ff8815b3580f5d2
22012,6910,dc135ffb419cf118263621a80ee881428b04938736fdaa8aed80ce64b8ff5cdb
22020,1882,a21d5a7faa40a90c7d0b3f6370179e758f05a4ecafb946a0402b3b2b4b7dfea8
22027,4888,f9abcb9d353d1e9288c31e0603aacfb249fd63d1ad8f5e5f843944731843f18f
22039,5377,b06d584806a1d2942dbb808adad51ea6bc8dba56576d27254bb8bf0f9ccb2a90
22073,7255,f2c7d9b19060ae8cae2706b4e392c7d20c6e875339512890692540d5164cc67b
22091,6224,bd02810d9ade7d93d37cba7fe3096304a70b728c8423375fd3eb12dd8543bf97
22106,6046,a0c20fb08252bcdc790f8cc6bff5d7de2855acf4b427659a99645c2c10669f66
22149,4990,b4c8e487d15450eeb27ec3ef994b6cbf84b36c281482fe92a8c30870d91b3c2a
22154,7122,fa22634230d8e4d9a5d2e029df1953628d893a9f8d6c1378aab595c213168f69
22156,5798,6034d43398fbe7a2f1994d48f907c233dc215249c30bad548abfa1e232106eda
22169,1840,5baaea2011e84957c5f4262f9e729ec299e6720b1f927e3a3ac1cdc29fadb750
22175,157,7e8f01d7498a57747c2a0f7076ee07e747ed6c7ccc06ac4782fe0f7d4d20b404
22197,4248,86f5f47625865ce1e34551672b965b090d01b5c5b878f490ed6ec07b2d390e24
22198,7759,ed5617748a3a21f761ce923325faa045d7c4e71d65b29fe1809f84c278c2e2f6
22235,5530,65715f878ec0b9d0ee7377d455847278e3f5c49efcd24597f3cd62f37dcc5079
22238,7715,65d05fd65c14941df99ca58a33aa93d0b56307aa997f82cb2c4e27f1ea7a3378
22251,3945,bafecd625424146ee027c20b8c73f690dd5514ded271cbe924847118a4ee2a40
22260,4065,2acdb0dea533cb64a992cfbefbe4cb0727a724bd5002f507ae680da369553e88
22280,3381,9ca118cce96ebf85d2b5e5e03e44c6fb4b36a52f334832b1163e65ecb6b92f44
22282,6602,f26feb4558afee92212b95bd7a0994e9561fde09032bafe9a10965f068f30434
22289,1094,4e5b1160a3d18cd3a04019d66f107d068947b98326ba5ebc9b37dcc4cea72249
22294,4336,60519d501f5372706b78e567fb5e4a01a0bf25cc54a3a3a9d5d78140e7427b0f
22303,2716,c496a1072b2dfb7af2d6ba413ffcb4f4dc4fda10a8c6ea29b0124439d89aef95
22322,5450,3069971c80fafa4c8c949ece01eff103d352c0987d990e38902bb0bd234514b6
22324,7782,dd8d148e125aa0b0215192931fffb2cec4a8459e1d24dc367a96fde836f0560f
22333,7833,7592e41571be8c62dc75eced98ac16a7844d53e652d2cb1a99789ad1a7f01a72
22344,3275,2d4856d9bfd2d3f0e76accf98bffb4024757ec5b5df85275ec99925f38323fb2
22362,1951,4356eb5bddeb14a6d4184af637017d0cb749e6b5ce070a7fae69fdc007c7aceb
22363,6825,65979f479de2289ca5c1b8de670e72905d6563397b89e6101eeb4a537c72c489
22368,5504,b0f8970189634402cde78c020beb9e448842ab3233c5a21cb248676e92fdf87a
22376,2077,e73acf0d5df0cab8b9ced1b34358bbca67ccd942ac32713362ecd0c30515465f
22410,1616,88c5bc1a23ec29927fb2651494d86f65f2af64c9291bd9f1d9219f3e103d96ab
22430,934,a7fc1fe8a8fd08605ee6c5ea75719e836e925cfd59e7b033bf33d6fe94a7493c
22465,5069,75c8b1770ff9a7e9b76654072b6f92f60cad021d5d9b48bafeb650a1df495862
22470,929,dba69bc56cccd4dd50938b53f2113075393a08d12afaff3e25cccecb01199d5c
22500,6193,53d4fc3324fe66849e4b5a51e688b3e6c91357e736497c9b032077d284363d8d
22513,4330,d764cc004e3552a84173233d7e264c5b06c83f117c59c91f3cfe3dd50864d83d
22520,4439,bf2e207e707f66e404e54522fc4eb04fb1ecb4b25073b932d3e5eafed9e20d5f
22521,2174,7092d8f72d456a9ba23304dd8fa51243b7fe3acb7907c45eebb1a9b519c28663
22543,3137,c4e2227faaad2f0f7f44300f15d4347082c8e7a37c933ef5f50781b52617380e
22544,3564,b336f3bb6f941245041c169350949553b2deda73b9eae2c64abefc54d827f821
22549,1475,b0ca15c1d929a1186a7f1872073a73143617e0071ddf6d0aa6ff7e76f820e236
22569,1162,0e68a7d7886347d2c3227d79aeeddf274bc47a6923c9f55e777b94b39319b526
22572,6624,fc374d73a7051eb47def559a85152e04cd0dcaa8ce29beef03a42048a5c9b600
22612,3254,b5cd963af0db1686015f833f1746b96a8ab326b44f5c0c0154b57b6c4e9dcf5b
22623,2901,e3b6f63dc8092d0d29f114a20f1e2dbe4b13408352d17464b5f557519628bf3a
22633,1061,613fe02239b6dde267522e142fd2da9eff86b3d9138c0223061d5c19ec1845f7
22637,4781,28a37f363ccb4dbfd5e45ec4e5d947710290ad7739d659ca101a9e0a8b32f4ee
22660,5426,906a95353e702008304b53c02c3c80761b6e157ba89c671aa1a041162b15dccd
22680,4317,780460035f5097ff736545117fbb54e48c4df15aefff69eeb8da4b09d6983edf
22685,7385,270ee6267515fc189ef564c4ebaa382f742bb104b081d69d4b4f8635eca2daa4
22702,124,696ec0bf334ccc5c0f3addbe3ec0988c9aa3f6dcdf2750b680a08c01a1521355
22738,3309,a1e652bdd5e4a65448e6dcf0422b262df5612cfeb2af3270c104723ee513f7e0
22743,3931,1a9f7c4337951df36fe963829b06fe45e395ce584787652e95c1f460fcf0de96
22748,256,b5af5b336c24ae016bcd803177a3f7ec0e647c1aaf885026388bd9b6cab8863a
22757,4470,68f830ff0a4abb6345d2b913339ac03c9be675378e08b1cb2e922bb9c4b38fbe
22760,837,a630c1f478e51bc9b3b9d23fece50997082bd1340adb966f3dec8f9e58309f96
22801,7333,e6b4af42d2ae3c3bfe5aad71e2580298e59b938bbdfe88010f14707b27b5d3db
22804,7392,4480921bfe2ae7289d4d9d23492daf39741c376cbd1f2df6e4c23305beb237f4
22808,5955,45db999b042633da2156e3d90ff49d51b708bc9848d4e10680ee3c583125cb12
22809,2993,fd0add964a33b203aa7887b4a9896184a35b22a71c0013b5b3460063e2a9a231
22830,1335,b2b1e4cd657cd4367f2a03ce41caae3922486adb673013a0e8a222c7264c6499
22846,5120,3e3c51e1ba124745bd0d8b856c8f9dca8ca7cc95257286de73ba46001378eaff
22852,6952,17c5ca35ea1e3303395e19f27225b23cd70d418dd000da9161434903545ea1c9
22853,7652,37b9003b7c60895934812de38ba7d13416f4c6e8e371763661d614c88fc487c1
22863,5747,c8b9d6886d165afad2f200662e70eda226474ce17667f5ab447b384742849359
22877,3602,05d80485a75f56293bda45ebc7e43158e1066a737bc65cd5c5b3d3578e812bd0
22886,6486,5701a91a753396c4dc0b6760d56b5fcaa71aa5e03bc185a832e5f905e6e98914
22887,7515,fd201a1c9ea731e23bc9675f0ae899d9472c4cd87af93514468cf73560554147
22900,1050,e2b1291bd802c94c31b141283d2da9ef314bb2d1ad2d0350a3b8378415112146
22901,784,5360b1a8fc421fb5a761338c400abeafd32f462bddf121b1392d86a886c98956
22918,7092,81d590cf07f63ae292afd7d6788ae5d81032e9e347402bf5ca1f9a5074db9cfe
22919,3923,83460d57f899d8da40c53c1e3c3537caf2b25f7a24e9f8401ba9ab0db7f23640
22926,6773,5d91cca927811298cb335f8d3bc2618d73aafc3cc51dbb13911ff1a167623d89
22928,2566,8c95ccd5a2657f190014efcf22ea2d104432f20e95e4d1652a130fae76b940e0
22932,5055,bc9cfb2c35728c12aba3f258d7d7d68a564ded64a097b61dc0fb23bd6d32572d
22974,7758,ab957fb2e06f8957698e6d7d7314974f4799463158149109f6a20b6098e67d5f
22998,4058,085a315c9e352ff2ed57c03e9885d3eb2935d05b624d42ce3152aa9d34c77664
23029,7812,9e524fadae6b2c7653fe3d7acdda4d18f1330b7e9f64efe2343209b858b4fe9a
23030,6930,abe3e322c2cbafad7751ed4fae3c8046340b65cc1142b4f214c84a9c50c6390b
23032,2801,d8e67a355b3295906895733cb286a5a83ad7411fd2d41a92349296423f3f884c
23052,2365,47674054f01c19d50edece717118314b32a88efc05a5bb2449f9d72c15b8a2fc
23058,2439,cb1af76ad6fbf31fb4b348866c64f71a350765a14ec5bf9fa34d3537d51d9911
23076,6649,9b67fa03c4996ee374865c4c143c72c5eef6c5d5ac9c78467ee70b2674926402
23079,2076,6e1319929c64ed931c346b5b5d90052f5db88bca3dcc1d0053aa388aade4101e
23080,7608,dd4868b644c44682911ab831d5b4ccc196c0b268b392c5e4132b659ecdbfd0c3
23100,652,ec9ff25134420ec7757014d30dbb5e3022bb992d982f9044272ef1768693e545
23114,183,856cdae8b79c4cee2ad58d87d43c19ae4d966738da28ead204046b43404b4b62
23119,2628,b7b4e61954b0e053f76068d56f06faa6f1cc8bd9b46410447a1bc7787fc00b29
23127,5808,1af851289516bf4797e8deee3f52af5f01e0521368a29d13f572d7c4765df6f5
23144,175,2de46b1306ce7af55b116971c5196f2e7a808007532c94111f4f98618db8aae1
23176,2474,c09380072568dd20f57db00c5b3a4a6e43d1985005af6ee04027b4dd270bea12
23196,699,61b4607a9697c4f3dc0a758203c4a95f1b6e078f3003cefa5b3c778e83551e27
23199,4072,7a76a028619c1ecc6e0dc74d30762be482d28e874b900be70bac72ac056301ec
23228,5935,ae163791b532cc2ea8cffd0c02c511c297c0cfcaab5c2b8dd554434a1a02c765
23241,5137,8b6f7e7420320963c7f62ae9122071a68e3bcd897046833286a0a296bd40ca2d
23248,3450,7fac8db8629d53f068c883a89c468a400f83724017c06ae23bc4ac2bd4a08900
23254,2785,5ba77dc0f89a7daef5cdc418a51f728ec7d4d8ce375b51fac311a7ed776cc822
23269,4514,73ffe590d41337f81818c922c7744c25e2c4f168230814a021135751a9f8b6cb
23274,2051,210f90278d85f17ca31e92ad05cd63f1ab4854bdfa0e569d8cec7091b23135c6
23278,254,5ffb36103bf6a1f4ebc80f5a6c549d139cee071c0fd6cc46108ad69900e22266
23285,7513,fa209b3f1c13c55bf2dcecbedd7a4ab08851ad7d928ae3f5a55c0af71cd15767
23289,7289,b3ec7b7e14d92e441201dd6af06ed465fc337678d7f9ca50e45bb6f860c2ba5f
23308,208,dc7667c5b8956ff6091896d851a9f981d32b1b093adb192aff0a3fb5ebad78ef
23315,5788,596afe0f9a4cb5b90677d6ef6c7fe41882842be52cdb21b7b9f13fb72331b187
23329,3559,c9c8a5080b0dd51af77477ff338bdc134aa1d67512b433ea7b0641e49e1bbdd7
23345,415,f5ec2ed4dbf2e99d1f07843b584700039782c8f403007cf12a0b27c43fe23ad1
23346,3765,68c5f55cfd28438b5e44516b22a5b733d341b1e96adb78a4ae936f2de704085e
23372,347,3b92fc1477a99ab4467719ef140e493a3f80cfdb1cde853864a6fa0bf42cd44e
23381,1932,3cbc657921c755441132795e55b32c5a6f44e42738492ff75b26c175fcf60fed
23391,2816,99c1cbed1dae40a8a97787b31128f4e41bbb730b42545d3d34f6197d395c907e
23407,6948,2bc2c9cdc9cad8a559c4a5ed8868873b0709ba1c145f42e491f64a3d547f4f6c
23411,6338,8b4dc33a42cd64d2761a39a80f5cc6bef8600ae4dbf9f8d6972dc49f9b313bb8
23422,1904,e5a494fa3c6302849f4d8c03ebbb1816ace43ea83eaa2f0bd07b7a7e19db90b4
23479,6762,65f68ddf87d9cffed9e909b4eeebc77547e3a363bb1214d08f22342b383b2598
23480,3733,d982c4ca55ead8d05ec29f539582563100dbe6db5b4c0f5e848a7c64f99170e4
23488,7365,a56242c01d4c92441623cc04f84c2cd8b0c0aa59b20db46707ba14f38aa07a02
23498,6991,6f58db5c38bc1d3e1c0b686e06eeeba730f9c5d31b3c22e94e35d0d4210303ad
23512,2185,6ca3e9117bcce7646f6a13aeb9e81d650ab63d949792dfe57b1b4729d3f54e67
23515,4084,87b8c556eeabf712ce2b18fca1a3459ebda72b111fa5aa0326ee606057404981
23517,1169,a42b13dd4ebf0c2cf3c6cfb077a51b57660ea55bf814ecca6331baa43a69ca5d
23536,6016,b8b0a497c261fdb98a8704da51aa51e7c1ba6b20b51c669ace4ea38341ec9067
23553,4331,3c848b276481cc04e3d7dc7918e37aa607d46f402aa1aaa674cc3438a87241b4
23560,3464,9e3b3ba47c754c21f7b14fa77580ed45b96deb5fb44f96c0c08bc8fccd545be5
23575,835,afa94973d8653da6746edc396153914488390bd8478b4a9f4c3315956edb9cf1
23581,6302,108c020a2a588804fc07a7110ff39032c75bad6210cbe7d8ec3702f232b037ed
23586,3081,0882f7bf2e29f97a78e8c88e26b61c473652ea4d5caee9b92b2968a14e1cbd9c
23594,854,b6a8a2335ecdbcb01043a1f205b6782a0482da44184c428dd05e407944fcff25
23608,7103,a9cc530fa8226a7a96732bf73f545b5757d21bdc952c7fb97a577cabe3792170
23611,5945,8eb517fd752499b821ad94813f49ff0dbf8d930172a6517d394bc2527f568699
23623,5717,66db998d2c172669f9d7fe5cd89d34c6532423d3165d4c5e5fdfe13ffe3f2578
23633,3724,5dc3aaf671d578c712218d2422f04f440a9cfc0e36a0040ff2d5fbb1dadd180d
23680,5742,de622016a449955abe83e8e81afb939a7803c9cecfbd0a07f257e0cd33282499
23684,1062,e8401d393cc72caa2ed108e11f7607313e7dac800cfeb85cd05b82a23b8752b7
23698,9,fc516687cacfa80f9694b54639c3c61806acc54059b2eab1e63a8185b12704b9
23704,597,a563154a3826f19bb0383234647fc490bbd9bc93116ebfe233f71e7666d6ad40
23713,2264,a95681e29f9783732bb4fb9c3a6655024ec362a90ee22d512380362fc1461808
23715,7134,e099a8c2f9b460914685317580e8dcd0a0c62acfd89a4c3003a73b0ab2aecd64
23718,5993,f273333a0177c7704ec6fecac3d9aa7969ff612b7f5c45c7a96d1f33be452a81
23730,7877,6027b63d972141dbb53c8854f4918693700d2499e3d8f9eae4dfa97f00f9203c
23733,5915,e5635fa444064d1286d7badb6869221c584b60fcd890a13cc17ba1abce313867
23741,1080,78a8f19b59692a00fe6094bf215f3953f24e9e367c14e9df55f0b6e23358b672
23754,7781,c1e4de4db19a4e75468ceb4812b8798f99452e0b48081befaf3c9e5d12315bd3
23772,1781,4160cd32a341be6f0498fcc85f35605551bed1bcd888bc2eb812c5fcd5abc3d0
23777,414,b22621f944602b9ff03d8f449d93c7f985ade87a2a5e6cabfcc518fc5213a1d0
23794,367,bd0030275ef8abb4efb774b02bdba23a3d1d3ce59f1b4028618e91caeab6a424
23821,6916,2cb99bc3267d719f29576fb34581dcffbcfd7d682a0c37a3441e59ae0f8115f8
23827,4998,9cd850fc731571862669f026844c618769f11801c313e085f9c37266eab4e455
23850,7295,cc421e5d173729e7b46a97cc362cfb1dd9abe653eb0f2bdbad2b7c0c97ac3552
23853,4752,9f0e945cdecd466bd5ca66f446fceee9148c8cd37ddf12cd5abda946fd18cdde
23858,4775,d259791c3dc89016102a0c6deeaa923187a340cae6b7b3ca9e28beb13d569329
23875,480,08b330b111b85b78b0ed68e704cee35b451065778c9dd5bf752ba0194ba1cc83
23905,2972,455c68d64c41bedd3154eca59cada405195f759f4bc1cf0aeb5890dca509654b
23914,6656,e897b638861c5ee7407e34bdafb7a17a6a321fd1dfac649f1bdb7a2bf385ccce
23920,2266,99d686994bf86167930dac92bc929b64355761dfb8caeb322c8905368ddf864d
23934,6090,24970cc96d78aaad2cb2bfcc97ae1ec7aff41bafd3c34e1ff6ae9bdfcbe57b32
23949,2201,9e7367a156f4b953a0d3a15642cc8decce9658e744286582c77fbab7b61c8fdc
23951,5145,c6a61fc46becb103935b682ad27fd3adc35eb8619ac18ddec16b859d51b2fa95
23973,7933,dbd80dd9a10ca6ffa58af5ae5233a0cd080c44fe4868f3fce6657851690f29c0
23980,5537,c9934b1d8b94dcd51e742dd8acd46d5ace3b619cf07bcb34118dab57e67ef4ad
23987,1503,2828c6e381d627a434e6d46222534651607ccd92b3ac7a576e6cde91017f0674
24005,7961,7e9b75c40c763349f4807812a4031a5a23f734789a7fb2532c6d9121d5dc5d74
24026,3728,5a818cec07d53017e3f4600b916ace9adca53a9b4af34b272cf1ee176b50def3
24037,1353,2c6abbdd08f62a75dc6c1e511d710aa0cb173e6341410233e8b6f25aa8a0bc51
24055,2791,8725e83dceadf709b949e4259331b36d17d308338faf6bbffb4fb3653a7a0ff7
24096,2511,7d33fe32a1652dd31198dff61be0a406767c62f4c3b8af979f96bb1df3ff351c
24105,4983,4f6491bbb6c6284efd5361a66e885ba99ac30ec2ef795282552173d8b0df2ee7
24108,3882,e353b96b3b032f115354c2834d420e9b7c9a4ef851cd9b01145e31e0326722e9
24124,7390,0e3ed26cf721c34794dda18955c06c97e9f8c403ad34ee68dc764d5e6c25fe1f
24127,6308,6fc18394cd83ecf625d7115fddf466888c74ccd4591da49e03c0c34f815644b9
24136,431,f2cfde967b26ed769deedb383891385e51d924d78fd2f8f95b262bfa74b0234a
24150,159,19a82a60d1011ded4a70d9834c28559cffaf692fc34c0c0fb61c2b41b9b4b3eb
24154,5026,01bc7060431ad918861ee5c65a21aaf1785e4ae467c801b03ea06a5242353f8e
24158,649,b6c5b3d4b4656c69542df06614e2b3a73e0aa1b48a5c5cf76b315d6834dce37d
24187,1249,b5d1d654c9647a4917e5d62f99892af58f70ac8fda878fecdde3332d20c28d7c
24192,2652,5704794b7583c41421914a9447e931bb7ef89621dbd31f9041daa7215777b28f
24196,6989,1cff84da4655fd6b14357286f09620edbdbe8e4db50877f71b17f1df70b26eda
24199,56,ad7ba9e1fe2f6cb4cffa5950eb2563af65188f567f8194eb2725fe23f78f71eb
24209,323,ba3b2f7976d1e05ace38cdfec665c22f2558f54b8fc5c9dc0d5abd3d476f55ab
24213,6235,a4f3249e9a0e91ea89c940156536ce4d913674cd28169690b95d7c6eb989245c
24224,7912,5de38dfd3031b65b4cbadbcd8bcecbe671ee5fb6ced62345395ecb17a8827c6c
24235,6595,0ed30ca8cbc94e2e3210c0158ccd4e6fc9f43f840682065b29f4d5c767d301dc
24238,4730,39dd18c16c28c8d99c4e95d67e5cad9d13bf116703270a38f2b4b5ddbf763aa8
24265,7846,d0c711077524ccf22b616e0d29da817e4e8870bf39245407d1b7e80493de2624
24272,7156,39f34872df72fa861d4dd9fbb40e54525e03039c98accbf946c3070d8853a1a3
24300,1265,6054589e075556a84a183ad3dbf063f92d7bc603eda457112f9b3578e1547d1b
24303,6506,1dd9932549088fdb2a713d44d8a1c9a197e97377090f1dcb9c3a2e73678f06e3
24319,4003,057a1b3c8cae2145cd27e04886cf452d677bef6503eb70db9bc7b98f9d3ea93e
24339,1771,8b18332e197044e06c6a6bbb3ec0be29774337d1acadc9e390bbe4a6eeb50520
24356,6353,a6607e65e93e71bc6933364ac6c0c153b1c063d45784cda052444d1244a4d6fb
24358,3276,cdbadf734c3757998897883251be5bda945d49414f70440aef5889d76f20fd7b
24368,479,36b36ce559086b97df23757ae98401517926ad532ce13b3b0c61a85c6e7c74e2
24389,7584,cd280da3bd6d333d6e10d5baa887497e8e83681205914f26125e9a812d4d4948
24394,4555,714c887648a7401523ae315ffd78f6f447027491eed71e2663e37050763201a6
24409,2103,79c455f963d433ec1de329e7f965f64d20eb8f1002524a522fb0f8a2f64e3123
24454,203,bad218299900d59e7a632ef87e368b0869cdb3eced1843d78045dcd5013ca034
24480,6588,278503d32c5a17a6082f65c0a6a9a208d7b30788cf840da485dfec29593b47c0
24486,4387,f207ed8633c5062679c93f5e361d299212bf883ab9af922a5b634e9a0de87a0e
24487,7761,83ebf58c5e954354168a2adb3034d781e3798ebf0ecdd17ca4b260e4355a361b
24506,4183,248c6b1d2d3ee174786c57b3fe737a685e5e21a7c5c3f8f503a1ef20157a479c
24513,1619,9330f3f8adc82ac5c25e7a1336c048b12bf8a097d81d47a2be254eddf9dca941
24518,4141,bcfc40b8dfe1959e21a4490cad5550ac6e9fc7b1b0a510e9e8aceb2804faa6b5
24519,1093,814f638821d59dbcb2640ed952a0f755f4555678f40dc840ba966bfe9bc5c401
24528,2899,f0474244d1ed2a945dc08f93056252ec618928d35206d64933cf8a04bf27238d
24531,7770,3db9f9f4d926f1dd73231c88eae68d8cb0e4d5ab989e28f8daa5051dd356f80a
24540,3190,68032b930f0cbf7fb4d9124b14744257de3ae6b6a93a65d78de40d3dbef00e46
24571,7843,9b61a2cdfa08fefbd1e4046a7b9311c7d9691aba1ff4f9c896effe45289b3305
24581,7747,866059cebbcb5e8a6ffba6720b4b8f5112bf934f3dad4630236784d5b2698d04
24591,5264,0eb8cb8c171fe47d69d9d6dba4e9b6e98f9d1f4fc2fd507ef28ffca42be8a2ab
24611,2739,5d2da63a43bc3e073d3849cd989bfe1c0c23b757ea1200fc2b8415b2c3489cfa
24694,5253,f751169be6d4d54a09639e779d48d41b462e34fc5383eca6bca9ad42ef89bc0a
24713,475,2629cc3c6e39e75871e00e57455f79178162c16b548f6933a33f7fba65650456
24726,2193,b672403b59730dbd0c7c1f7ec66532a389e9fab229a303ed0a6b1e109d7f1fd4
24774,6135,bcccbd02f333ce6862a928576c95f4af4114b74f1ad72875660a9a6ff443862c
24785,2213,cd47b8b3cbc066adfe962988398fdde01bbfc0bfc01c5eac70b4eea3cac6ae83
24791,7381,5b0c94b19e7a02d6f8e7bc061f05a3979d14457bd14e927aebafa4febd643f08
